ph,turbidity_ntu,tds_ppm,temperature_c,risk_label
7.35,0.11,394.3,25.7,SAFE
6.58,12.67,698.7,27.0,IRON_MANGANESE_RISK
5.15,3.91,1394.2,25.6,ACID_MINE_DRAINAGE_RISK
6.28,15.24,863.6,28.8,IRON_MANGANESE_RISK
6.44,19.98,654.7,30.9,MICROBIAL_RISK
8.8,2.87,1742.6,29.4,FLUORIDE_RISK
4.76,5.29,1026.7,25.9,ACID_MINE_DRAINAGE_RISK
6.47,0.77,417.7,18.6,SAFE
7.3,0.14,345.0,26.9,SAFE
6.98,0.83,459.7,27.3,SAFE
5.53,5.95,1092.2,27.4,ACID_MINE_DRAINAGE_RISK
7.58,1.61,371.0,23.6,SAFE
6.31,13.18,645.7,25.2,IRON_MANGANESE_RISK
7.55,0.15,464.4,23.9,SAFE
6.86,1.04,252.4,24.5,SAFE
5.44,5.49,793.9,24.8,ACID_MINE_DRAINAGE_RISK
5.63,7.79,1214.4,29.2,ACID_MINE_DRAINAGE_RISK
7.45,28.18,402.6,28.8,MICROBIAL_RISK
5.72,6.18,1033.0,25.9,ACID_MINE_DRAINAGE_RISK
6.32,11.45,881.4,23.2,IRON_MANGANESE_RISK
7.24,1.59,409.1,19.7,SAFE
7.2,0.1,242.2,25.2,SAFE
6.67,0.22,370.5,23.9,SAFE
9.12,2.68,1056.3,28.2,FLUORIDE_RISK
6.34,17.13,657.9,28.1,IRON_MANGANESE_RISK
4.98,8.38,1016.7,26.0,ACID_MINE_DRAINAGE_RISK
5.39,10.08,635.1,25.3,ACID_MINE_DRAINAGE_RISK
6.37,7.32,963.5,26.0,IRON_MANGANESE_RISK
6.51,0.95,403.5,25.4,SAFE
5.45,5.41,747.8,27.7,ACID_MINE_DRAINAGE_RISK
5.7,5.46,1530.1,26.1,ACID_MINE_DRAINAGE_RISK
7.38,1.09,316.4,23.5,SAFE
6.99,0.73,384.4,27.5,SAFE
4.94,9.81,1143.9,24.4,ACID_MINE_DRAINAGE_RISK
7.25,38.92,589.8,30.4,MICROBIAL_RISK
4.86,8.57,502.2,24.5,ACID_MINE_DRAINAGE_RISK
7.26,1.35,360.5,25.6,SAFE
6.76,0.97,467.8,28.6,SAFE
7.65,0.6,204.8,27.9,SAFE
8.17,0.27,224.9,26.3,SAFE
7.45,0.75,365.8,20.4,SAFE
6.86,22.85,635.8,30.9,MICROBIAL_RISK
7.54,0.43,318.3,24.9,SAFE
6.63,11.72,861.3,25.7,IRON_MANGANESE_RISK
6.19,18.93,986.5,23.8,IRON_MANGANESE_RISK
7.32,26.19,468.3,34.0,MICROBIAL_RISK
4.54,4.13,1405.4,25.2,ACID_MINE_DRAINAGE_RISK
5.38,6.76,853.4,28.3,ACID_MINE_DRAINAGE_RISK
4.98,6.66,989.0,23.1,ACID_MINE_DRAINAGE_RISK
5.34,4.39,697.4,28.9,ACID_MINE_DRAINAGE_RISK
7.23,0.2,262.7,29.4,SAFE
4.25,4.77,802.0,29.5,ACID_MINE_DRAINAGE_RISK
6.5,5.76,769.8,27.8,IRON_MANGANESE_RISK
7.18,2.75,420.2,28.4,SAFE
7.16,0.17,516.9,26.7,SAFE
4.91,4.69,1063.3,29.5,ACID_MINE_DRAINAGE_RISK
5.73,0.05,1208.6,23.4,ACID_MINE_DRAINAGE_RISK
9.05,0.45,1688.7,31.9,FLUORIDE_RISK
7.21,0.31,226.6,28.4,SAFE
6.51,11.96,677.3,27.8,IRON_MANGANESE_RISK
7.54,0.53,212.4,22.4,SAFE
6.32,4.85,1175.6,25.6,ACID_MINE_DRAINAGE_RISK
7.21,0.23,439.7,24.8,SAFE
4.73,5.9,674.7,27.9,ACID_MINE_DRAINAGE_RISK
5.02,2.82,1026.1,28.8,ACID_MINE_DRAINAGE_RISK
7.55,33.42,543.1,33.0,MICROBIAL_RISK
5.9,17.43,852.5,30.9,IRON_MANGANESE_RISK
6.38,15.13,598.3,26.5,IRON_MANGANESE_RISK
6.28,13.55,842.9,22.8,IRON_MANGANESE_RISK
7.37,0.34,351.1,29.4,SAFE
4.7,3.93,1497.4,27.7,ACID_MINE_DRAINAGE_RISK
7.3,0.42,399.0,22.7,SAFE
6.26,13.07,645.1,25.6,IRON_MANGANESE_RISK
5.09,7.23,1221.2,26.2,ACID_MINE_DRAINAGE_RISK
4.6,7.01,1240.7,26.6,ACID_MINE_DRAINAGE_RISK
5.82,2.78,1038.5,28.1,ACID_MINE_DRAINAGE_RISK
5.56,10.22,821.6,30.4,ACID_MINE_DRAINAGE_RISK
6.88,0.43,374.2,24.8,SAFE
7.28,30.07,392.1,31.2,MICROBIAL_RISK
6.22,15.82,465.7,25.8,IRON_MANGANESE_RISK
7.44,0.23,436.9,25.0,SAFE
6.79,0.35,412.5,23.7,SAFE
7.02,15.67,575.5,27.8,IRON_MANGANESE_RISK
7.46,0.34,203.2,25.6,SAFE
6.24,15.62,878.4,25.6,IRON_MANGANESE_RISK
7.11,0.66,331.5,25.8,SAFE
7.18,0.3,188.5,21.1,SAFE
7.38,0.14,346.0,25.7,SAFE
9.44,2.36,917.9,18.7,FLUORIDE_RISK
5.27,8.14,911.8,28.4,ACID_MINE_DRAINAGE_RISK
7.28,0.79,333.8,26.4,SAFE
8.76,2.66,1117.1,29.3,FLUORIDE_RISK
5.55,4.41,481.9,29.0,ACID_MINE_DRAINAGE_RISK
7.63,0.24,346.8,29.3,SAFE
7.45,2.39,228.2,24.4,SAFE
5.66,7.76,1676.4,24.5,ACID_MINE_DRAINAGE_RISK
6.66,1.96,351.9,18.8,SAFE
7.22,0.27,350.8,28.4,SAFE
8.77,1.55,1451.1,27.9,FLUORIDE_RISK
6.66,36.87,555.4,30.8,MICROBIAL_RISK
7.07,0.2,392.8,24.5,SAFE
4.18,4.4,965.0,25.2,ACID_MINE_DRAINAGE_RISK
7.69,0.25,332.5,21.7,SAFE
5.71,9.42,850.3,23.9,ACID_MINE_DRAINAGE_RISK
6.05,11.56,437.7,24.4,IRON_MANGANESE_RISK
7.41,0.25,340.1,25.2,SAFE
7.24,0.4,367.3,26.7,SAFE
6.96,0.15,289.2,29.7,SAFE
6.47,16.12,489.0,26.2,IRON_MANGANESE_RISK
6.39,12.39,773.3,28.9,IRON_MANGANESE_RISK
5.15,7.3,1094.8,31.7,ACID_MINE_DRAINAGE_RISK
6.76,1.21,231.2,30.1,SAFE
7.23,0.1,322.7,21.4,SAFE
7.48,0.74,308.8,24.0,SAFE
8.02,0.87,391.7,23.9,SAFE
7.21,0.43,284.5,24.2,SAFE
5.76,9.95,1089.3,29.8,ACID_MINE_DRAINAGE_RISK
7.69,0.67,219.3,30.9,SAFE
5.3,7.05,1342.0,25.2,ACID_MINE_DRAINAGE_RISK
6.64,13.08,772.0,27.4,IRON_MANGANESE_RISK
7.66,0.62,315.3,25.1,SAFE
6.61,0.12,403.8,18.3,SAFE
7.63,1.07,333.1,25.8,SAFE
6.19,10.62,748.5,24.6,IRON_MANGANESE_RISK
9.09,2.09,1066.7,32.4,FLUORIDE_RISK
4.76,11.0,1605.5,31.6,ACID_MINE_DRAINAGE_RISK
6.31,0.4,156.5,24.4,SAFE
5.88,5.7,1235.2,28.2,ACID_MINE_DRAINAGE_RISK
4.95,7.48,841.4,28.6,ACID_MINE_DRAINAGE_RISK
9.03,1.29,1152.5,26.8,FLUORIDE_RISK
8.52,3.07,1600.3,27.3,FLUORIDE_RISK
7.3,0.56,247.0,27.1,SAFE
6.29,19.09,563.1,29.0,IRON_MANGANESE_RISK
6.1,6.96,583.1,25.0,IRON_MANGANESE_RISK
6.34,17.01,564.8,24.3,IRON_MANGANESE_RISK
4.51,4.57,1458.4,27.5,ACID_MINE_DRAINAGE_RISK
7.96,0.74,400.3,19.0,SAFE
6.19,10.9,818.2,26.3,IRON_MANGANESE_RISK
6.96,0.35,254.1,28.0,SAFE
6.15,17.27,788.3,27.7,IRON_MANGANESE_RISK
7.34,1.63,202.4,21.8,SAFE
6.54,21.55,424.9,26.2,IRON_MANGANESE_RISK
6.92,17.06,871.7,26.5,IRON_MANGANESE_RISK
8.82,1.77,1111.0,30.7,FLUORIDE_RISK
6.15,16.02,568.8,22.0,IRON_MANGANESE_RISK
7.1,0.21,369.5,31.0,SAFE
7.65,0.14,399.8,22.5,SAFE
8.94,2.02,1619.8,29.2,FLUORIDE_RISK
7.79,0.25,407.6,20.6,SAFE
7.21,0.26,185.4,27.2,SAFE
6.45,17.54,917.3,23.3,IRON_MANGANESE_RISK
8.88,1.52,1386.2,26.7,FLUORIDE_RISK
7.52,0.12,303.6,24.3,SAFE
7.7,0.38,356.7,24.1,SAFE
7.45,0.2,221.4,30.6,SAFE
5.26,10.42,1249.8,27.4,ACID_MINE_DRAINAGE_RISK
7.84,0.67,249.6,23.7,SAFE
4.42,3.39,1022.1,27.1,ACID_MINE_DRAINAGE_RISK
5.15,8.18,1176.3,26.0,ACID_MINE_DRAINAGE_RISK
4.75,6.42,1183.5,23.6,ACID_MINE_DRAINAGE_RISK
6.93,1.04,311.8,26.6,SAFE
7.07,38.51,436.4,33.7,MICROBIAL_RISK
5.19,5.66,966.9,28.6,ACID_MINE_DRAINAGE_RISK
8.3,0.3,281.3,20.1,SAFE
7.6,0.1,330.0,24.5,SAFE
7.29,6.22,539.9,27.7,MICROBIAL_RISK
7.56,0.23,333.3,22.4,SAFE
7.19,0.21,224.5,19.5,SAFE
7.55,0.41,338.7,23.2,SAFE
8.65,0.67,2127.3,28.1,FLUORIDE_RISK
6.83,1.82,196.7,25.3,SAFE
5.15,9.14,825.7,25.4,ACID_MINE_DRAINAGE_RISK
6.23,23.03,551.3,23.8,IRON_MANGANESE_RISK
6.11,32.01,702.3,30.2,MICROBIAL_RISK
7.43,0.76,221.1,26.9,SAFE
7.44,0.15,313.8,26.6,SAFE
5.43,11.46,1263.3,25.1,ACID_MINE_DRAINAGE_RISK
6.21,25.66,458.4,23.8,IRON_MANGANESE_RISK
7.36,37.13,367.3,30.1,MICROBIAL_RISK
6.77,25.87,649.3,30.0,MICROBIAL_RISK
9.34,3.3,1614.1,30.0,FLUORIDE_RISK
9.05,1.84,1449.8,31.5,FLUORIDE_RISK
7.07,0.52,331.7,24.1,SAFE
5.34,6.23,1268.1,24.9,ACID_MINE_DRAINAGE_RISK
3.9,9.47,1230.3,30.3,ACID_MINE_DRAINAGE_RISK
4.98,9.62,781.4,28.1,ACID_MINE_DRAINAGE_RISK
7.99,0.21,240.1,22.0,SAFE
6.13,9.58,426.5,26.3,IRON_MANGANESE_RISK
8.87,1.13,1554.5,31.1,FLUORIDE_RISK
7.97,2.27,268.3,24.1,SAFE
7.4,24.17,581.9,33.2,MICROBIAL_RISK
4.79,6.55,698.6,26.2,ACID_MINE_DRAINAGE_RISK
7.36,0.21,255.2,26.8,SAFE
5.51,5.84,991.1,26.9,ACID_MINE_DRAINAGE_RISK
8.66,1.83,1371.9,26.3,FLUORIDE_RISK
9.13,2.12,1322.0,28.2,FLUORIDE_RISK
7.21,17.73,680.5,31.5,MICROBIAL_RISK
7.35,1.23,351.3,18.0,SAFE
7.54,36.34,548.0,30.2,MICROBIAL_RISK
5.29,5.13,969.9,24.9,ACID_MINE_DRAINAGE_RISK
6.87,0.43,354.1,31.0,SAFE
5.75,7.61,1576.9,24.6,ACID_MINE_DRAINAGE_RISK
7.0,37.43,391.2,31.0,MICROBIAL_RISK
5.11,7.47,1061.3,28.8,ACID_MINE_DRAINAGE_RISK
6.89,28.74,328.9,31.2,MICROBIAL_RISK
7.07,1.06,384.9,22.3,SAFE
6.85,37.78,319.8,32.3,MICROBIAL_RISK
9.52,1.06,1953.9,27.9,FLUORIDE_RISK
5.27,6.85,1224.5,28.3,ACID_MINE_DRAINAGE_RISK
6.72,13.85,661.1,25.9,IRON_MANGANESE_RISK
6.01,14.8,639.9,24.4,IRON_MANGANESE_RISK
7.95,0.36,283.9,19.0,SAFE
6.92,0.99,269.1,27.7,SAFE
7.86,1.54,331.3,20.4,SAFE
8.09,0.54,196.8,26.5,SAFE
6.3,32.77,384.2,28.1,MICROBIAL_RISK
7.35,0.21,460.6,26.7,SAFE
6.89,0.67,363.1,30.3,SAFE
6.7,21.81,493.2,30.7,MICROBIAL_RISK
8.73,3.01,1682.9,26.5,FLUORIDE_RISK
7.65,0.1,220.5,22.8,SAFE
7.23,1.58,308.3,25.4,SAFE
4.42,4.2,1125.0,26.2,ACID_MINE_DRAINAGE_RISK
7.25,0.23,464.9,26.7,SAFE
3.9,3.58,988.7,28.4,ACID_MINE_DRAINAGE_RISK
6.26,19.99,609.2,22.3,IRON_MANGANESE_RISK
7.31,1.23,210.5,23.7,SAFE
7.72,0.6,412.4,25.6,SAFE
6.24,28.91,870.0,31.0,MICROBIAL_RISK
6.66,14.04,808.4,26.8,IRON_MANGANESE_RISK
7.47,0.21,389.2,24.9,SAFE
7.1,0.76,286.2,28.1,SAFE
5.01,8.81,980.3,23.4,ACID_MINE_DRAINAGE_RISK
6.3,11.83,636.9,24.8,IRON_MANGANESE_RISK
6.72,17.78,473.5,28.5,IRON_MANGANESE_RISK
7.09,0.88,530.6,19.2,SAFE
7.02,0.24,284.4,24.2,SAFE
6.97,0.76,412.7,26.8,SAFE
7.76,24.02,405.6,30.7,MICROBIAL_RISK
6.05,15.67,359.3,24.6,IRON_MANGANESE_RISK
9.42,0.73,1633.7,29.9,FLUORIDE_RISK
8.92,0.52,1229.4,29.0,FLUORIDE_RISK
6.67,0.58,251.2,28.9,SAFE
6.71,0.56,327.0,26.1,SAFE
5.76,8.44,1118.7,27.1,ACID_MINE_DRAINAGE_RISK
7.61,0.47,359.4,21.6,SAFE
5.06,6.3,1351.3,26.9,ACID_MINE_DRAINAGE_RISK
4.42,9.68,710.0,32.3,ACID_MINE_DRAINAGE_RISK
6.4,11.39,496.4,23.6,IRON_MANGANESE_RISK
6.87,20.43,655.7,30.1,MICROBIAL_RISK
5.48,7.58,876.2,23.0,ACID_MINE_DRAINAGE_RISK
7.74,0.6,226.2,29.4,SAFE
6.37,0.44,395.1,25.0,SAFE
7.44,0.11,392.3,21.9,SAFE
6.95,0.36,202.1,21.9,SAFE
5.26,5.84,1074.3,30.4,ACID_MINE_DRAINAGE_RISK
8.67,3.57,1721.7,28.9,FLUORIDE_RISK
7.62,33.25,462.5,33.3,MICROBIAL_RISK
5.63,2.54,1216.3,24.1,ACID_MINE_DRAINAGE_RISK
7.23,0.26,281.7,25.6,SAFE
4.33,5.28,545.6,24.9,ACID_MINE_DRAINAGE_RISK
4.34,6.23,1133.2,25.0,ACID_MINE_DRAINAGE_RISK
7.07,30.69,580.0,31.0,MICROBIAL_RISK
9.17,1.33,1788.2,26.6,FLUORIDE_RISK
7.64,0.17,307.0,26.0,SAFE
5.38,6.23,1383.7,25.3,ACID_MINE_DRAINAGE_RISK
8.3,0.95,1549.8,29.0,FLUORIDE_RISK
6.51,12.95,842.2,22.2,IRON_MANGANESE_RISK
6.57,11.57,783.8,26.4,IRON_MANGANESE_RISK
7.78,0.11,297.2,23.5,SAFE
6.07,17.72,921.6,28.4,IRON_MANGANESE_RISK
7.34,0.45,344.8,21.7,SAFE
7.16,0.12,155.6,25.8,SAFE
4.74,7.53,1292.3,27.3,ACID_MINE_DRAINAGE_RISK
7.03,43.71,560.2,29.3,MICROBIAL_RISK
8.44,1.38,1227.4,32.9,FLUORIDE_RISK
7.12,1.68,300.5,22.7,SAFE
6.6,9.29,860.6,26.5,IRON_MANGANESE_RISK
7.24,1.85,527.3,27.6,SAFE
7.67,0.58,382.4,24.8,SAFE
7.06,0.27,194.5,28.3,SAFE
6.45,15.54,386.8,22.7,IRON_MANGANESE_RISK
6.7,0.47,264.8,20.9,SAFE
6.25,17.49,810.3,25.8,IRON_MANGANESE_RISK
7.21,0.78,346.3,29.1,SAFE
9.54,1.57,1227.1,31.9,FLUORIDE_RISK
7.37,1.07,220.7,23.8,SAFE
6.41,10.42,622.6,24.9,IRON_MANGANESE_RISK
3.83,9.61,734.1,26.0,ACID_MINE_DRAINAGE_RISK
5.13,8.37,1473.5,27.5,ACID_MINE_DRAINAGE_RISK
7.5,0.77,318.4,26.9,SAFE
7.02,0.11,285.2,20.6,SAFE
8.86,2.63,1844.1,23.2,FLUORIDE_RISK
7.09,0.48,276.9,23.8,SAFE
7.3,0.39,233.9,27.2,SAFE
5.68,6.86,893.4,26.0,ACID_MINE_DRAINAGE_RISK
4.81,7.26,1023.2,26.9,ACID_MINE_DRAINAGE_RISK
6.54,1.22,307.2,22.0,SAFE
6.44,5.05,1099.1,26.6,ACID_MINE_DRAINAGE_RISK
7.25,0.75,394.7,26.3,SAFE
7.05,10.15,670.0,29.9,IRON_MANGANESE_RISK
5.58,11.52,1409.4,30.9,ACID_MINE_DRAINAGE_RISK
6.49,22.84,570.7,29.8,IRON_MANGANESE_RISK
7.46,0.37,326.0,21.2,SAFE
7.12,0.99,369.7,20.7,SAFE
6.72,13.68,388.7,25.1,IRON_MANGANESE_RISK
8.85,1.93,834.7,30.9,FLUORIDE_RISK
8.33,1.41,1463.1,31.6,FLUORIDE_RISK
6.49,8.95,642.9,28.9,IRON_MANGANESE_RISK
7.04,0.7,360.6,22.1,SAFE
7.0,1.85,400.0,27.6,SAFE
4.51,6.34,706.6,27.9,ACID_MINE_DRAINAGE_RISK
6.94,38.65,569.1,29.0,MICROBIAL_RISK
7.08,0.59,272.4,23.0,SAFE
7.71,0.47,255.3,27.2,SAFE
7.08,0.35,272.4,25.7,SAFE
6.37,10.68,738.7,25.2,IRON_MANGANESE_RISK
6.34,11.17,690.3,28.3,IRON_MANGANESE_RISK
7.66,0.15,244.6,22.5,SAFE
7.43,0.34,214.8,23.6,SAFE
5.38,6.47,1017.9,26.9,ACID_MINE_DRAINAGE_RISK
7.89,0.64,263.1,26.8,SAFE
5.44,8.16,1167.1,27.5,ACID_MINE_DRAINAGE_RISK
9.33,0.24,1650.2,31.0,FLUORIDE_RISK
6.71,20.84,607.1,28.1,MICROBIAL_RISK
7.65,0.27,406.5,27.1,SAFE
5.99,14.33,721.0,25.9,IRON_MANGANESE_RISK
6.56,12.91,503.8,24.1,IRON_MANGANESE_RISK
6.89,1.08,346.5,21.4,SAFE
7.27,0.73,183.6,24.8,SAFE
7.27,2.28,444.2,20.2,SAFE
6.98,0.12,318.6,17.9,SAFE
7.01,0.8,351.7,25.3,SAFE
6.91,12.96,655.3,23.8,IRON_MANGANESE_RISK
7.2,0.18,225.4,23.8,SAFE
6.21,7.12,1110.7,26.3,ACID_MINE_DRAINAGE_RISK
8.74,0.05,1648.0,25.7,FLUORIDE_RISK
6.88,1.4,393.4,28.6,SAFE
6.61,8.35,872.5,25.6,IRON_MANGANESE_RISK
7.64,0.41,345.3,25.1,SAFE
7.0,0.77,318.4,26.9,SAFE
4.65,7.23,1172.3,26.6,ACID_MINE_DRAINAGE_RISK
6.73,17.02,575.4,27.6,IRON_MANGANESE_RISK
9.45,2.19,1159.5,29.1,FLUORIDE_RISK
6.96,23.64,573.7,32.4,MICROBIAL_RISK
5.7,15.2,589.1,27.1,IRON_MANGANESE_RISK
6.47,9.71,639.8,28.0,IRON_MANGANESE_RISK
6.59,17.22,635.4,27.6,IRON_MANGANESE_RISK
7.37,0.22,230.0,26.0,SAFE
7.77,1.45,225.7,26.3,SAFE
6.28,20.02,576.7,25.5,IRON_MANGANESE_RISK
7.38,0.15,309.7,28.3,SAFE
8.16,1.66,1225.8,25.2,FLUORIDE_RISK
7.82,0.62,381.1,27.8,SAFE
6.52,28.8,706.2,30.5,MICROBIAL_RISK
8.72,2.26,949.7,31.0,FLUORIDE_RISK
7.21,1.21,305.6,22.4,SAFE
6.71,22.93,476.8,27.5,MICROBIAL_RISK
7.45,1.29,384.6,24.6,SAFE
5.97,5.03,1053.4,32.4,ACID_MINE_DRAINAGE_RISK
6.34,16.98,652.8,31.1,IRON_MANGANESE_RISK
7.43,22.04,419.2,28.6,MICROBIAL_RISK
8.99,1.53,1188.3,25.2,FLUORIDE_RISK
6.58,0.74,400.6,24.5,SAFE
6.14,12.81,718.0,28.9,IRON_MANGANESE_RISK
7.46,0.42,230.8,25.2,SAFE
7.45,0.15,237.4,23.3,SAFE
6.88,0.23,225.8,29.7,SAFE
5.98,15.8,645.8,28.4,IRON_MANGANESE_RISK
6.47,13.83,208.0,29.2,IRON_MANGANESE_RISK
6.71,11.55,684.1,23.1,IRON_MANGANESE_RISK
7.52,0.19,304.1,28.7,SAFE
8.0,0.34,214.9,25.8,SAFE
6.34,8.64,522.3,27.9,IRON_MANGANESE_RISK
7.53,0.4,324.2,26.3,SAFE
6.38,15.95,905.6,26.6,IRON_MANGANESE_RISK
6.59,9.93,487.1,24.6,IRON_MANGANESE_RISK
5.69,8.31,956.9,23.9,ACID_MINE_DRAINAGE_RISK
5.34,4.1,804.5,25.7,ACID_MINE_DRAINAGE_RISK
7.03,28.48,499.3,32.9,MICROBIAL_RISK
6.79,0.77,393.6,28.3,SAFE
6.79,0.12,392.9,20.4,SAFE
3.93,3.9,1378.2,26.0,ACID_MINE_DRAINAGE_RISK
6.35,6.32,779.7,26.7,IRON_MANGANESE_RISK
6.2,12.17,1147.1,23.8,ACID_MINE_DRAINAGE_RISK
7.69,0.2,391.6,26.0,SAFE
5.41,4.83,1355.7,27.8,ACID_MINE_DRAINAGE_RISK
7.16,0.51,334.3,19.2,SAFE
8.82,1.43,1137.6,31.0,FLUORIDE_RISK
9.06,1.51,1679.9,26.6,FLUORIDE_RISK
7.36,0.16,380.7,23.9,SAFE
6.53,0.47,462.2,21.5,SAFE
8.04,0.5,382.6,27.8,SAFE
5.7,6.3,1268.9,28.4,ACID_MINE_DRAINAGE_RISK
6.21,22.45,607.2,27.9,IRON_MANGANESE_RISK
7.27,0.83,187.1,24.9,SAFE
5.27,13.29,1475.5,26.3,ACID_MINE_DRAINAGE_RISK
7.3,0.16,344.2,23.2,SAFE
7.33,0.22,178.5,25.5,SAFE
8.94,3.03,1331.5,27.4,FLUORIDE_RISK
7.71,38.38,510.5,30.4,MICROBIAL_RISK
7.26,0.15,419.0,24.2,SAFE
5.42,8.42,1100.4,22.2,ACID_MINE_DRAINAGE_RISK
4.82,3.84,961.7,25.6,ACID_MINE_DRAINAGE_RISK
7.87,0.6,315.8,25.8,SAFE
6.64,11.63,944.2,25.1,IRON_MANGANESE_RISK
8.96,1.23,1685.0,30.3,FLUORIDE_RISK
6.63,14.0,621.5,24.4,IRON_MANGANESE_RISK
5.39,11.84,1015.9,26.2,ACID_MINE_DRAINAGE_RISK
7.16,0.26,278.1,20.9,SAFE
6.84,12.68,551.9,26.8,IRON_MANGANESE_RISK
7.77,2.7,466.7,24.4,SAFE
7.67,0.31,256.9,21.8,SAFE
7.19,28.28,433.3,25.6,MICROBIAL_RISK
7.17,1.84,297.1,24.3,SAFE
6.85,0.37,309.9,21.8,SAFE
7.01,0.44,299.0,27.7,SAFE
7.46,0.47,350.4,27.1,SAFE
6.64,14.18,701.2,26.6,IRON_MANGANESE_RISK
6.44,16.7,530.5,25.1,IRON_MANGANESE_RISK
6.52,15.67,453.8,28.8,IRON_MANGANESE_RISK
7.39,0.52,262.1,27.4,SAFE
7.32,0.99,264.8,24.7,SAFE
6.26,14.12,666.8,25.1,IRON_MANGANESE_RISK
6.93,5.94,719.4,28.5,IRON_MANGANESE_RISK
7.92,0.89,429.6,26.0,SAFE
7.34,1.91,479.5,26.3,SAFE
7.83,0.84,272.8,25.2,SAFE
7.08,3.39,426.4,22.3,SAFE
4.33,9.63,908.8,22.5,ACID_MINE_DRAINAGE_RISK
7.11,0.41,402.0,25.0,SAFE
5.69,6.24,780.6,26.8,ACID_MINE_DRAINAGE_RISK
7.42,0.23,346.2,23.4,SAFE
6.58,12.88,442.9,26.8,IRON_MANGANESE_RISK
8.81,2.61,1707.7,28.6,FLUORIDE_RISK
6.77,22.47,534.2,28.4,MICROBIAL_RISK
7.01,0.41,308.0,23.1,SAFE
8.58,1.15,1663.5,29.0,FLUORIDE_RISK
7.15,0.97,160.6,22.9,SAFE
5.34,7.12,1108.6,25.4,ACID_MINE_DRAINAGE_RISK
7.7,0.37,313.4,25.6,SAFE
9.08,1.48,1527.4,27.1,FLUORIDE_RISK
6.75,0.51,367.8,24.9,SAFE
4.94,7.37,555.1,26.9,ACID_MINE_DRAINAGE_RISK
7.73,0.46,283.2,26.1,SAFE
7.31,0.5,276.5,26.3,SAFE
5.42,5.57,801.5,24.0,ACID_MINE_DRAINAGE_RISK
4.75,4.36,646.8,24.4,ACID_MINE_DRAINAGE_RISK
5.9,11.47,771.9,29.6,ACID_MINE_DRAINAGE_RISK
7.54,0.28,355.0,24.9,SAFE
3.54,5.69,1128.3,26.4,ACID_MINE_DRAINAGE_RISK
5.17,6.03,1417.3,27.7,ACID_MINE_DRAINAGE_RISK
5.33,9.43,1126.9,23.8,ACID_MINE_DRAINAGE_RISK
6.61,18.85,528.3,29.8,MICROBIAL_RISK
6.69,0.47,433.1,23.8,SAFE
6.97,0.89,334.4,22.7,SAFE
7.25,12.1,550.4,25.5,IRON_MANGANESE_RISK
6.27,15.61,726.5,26.5,IRON_MANGANESE_RISK
7.09,18.4,597.3,28.4,IRON_MANGANESE_RISK
5.74,5.7,1224.3,30.3,ACID_MINE_DRAINAGE_RISK
4.76,5.73,1296.3,29.1,ACID_MINE_DRAINAGE_RISK
4.93,1.3,1150.1,29.2,ACID_MINE_DRAINAGE_RISK
6.79,1.37,269.3,26.7,SAFE
6.03,15.59,555.5,22.9,IRON_MANGANESE_RISK
6.55,22.73,762.9,27.6,IRON_MANGANESE_RISK
4.72,9.28,1168.8,29.3,ACID_MINE_DRAINAGE_RISK
5.96,14.97,324.6,27.4,IRON_MANGANESE_RISK
6.78,13.64,826.4,28.3,IRON_MANGANESE_RISK
7.04,0.56,407.2,25.4,SAFE
6.85,0.58,225.2,29.8,SAFE
4.78,7.69,972.3,30.6,ACID_MINE_DRAINAGE_RISK
8.77,1.82,1272.7,29.3,FLUORIDE_RISK
6.26,9.95,814.5,25.1,IRON_MANGANESE_RISK
7.52,0.23,406.7,22.8,SAFE
7.14,0.24,321.9,24.1,SAFE
5.11,8.67,690.8,33.3,ACID_MINE_DRAINAGE_RISK
7.25,0.13,270.9,19.4,SAFE
5.39,9.36,705.4,26.3,ACID_MINE_DRAINAGE_RISK
7.01,1.58,340.1,28.3,SAFE
5.39,4.21,1008.2,27.1,ACID_MINE_DRAINAGE_RISK
7.62,0.64,296.5,24.1,SAFE
7.83,0.44,494.2,19.5,SAFE
7.35,0.56,207.1,29.5,SAFE
4.9,10.25,1283.7,27.1,ACID_MINE_DRAINAGE_RISK
8.78,1.76,1374.5,28.0,FLUORIDE_RISK
5.47,6.29,1374.2,30.1,ACID_MINE_DRAINAGE_RISK
6.42,18.59,640.3,26.4,IRON_MANGANESE_RISK
5.69,8.35,1311.6,24.8,ACID_MINE_DRAINAGE_RISK
8.92,0.1,1243.0,32.2,FLUORIDE_RISK
7.74,1.19,249.5,23.2,SAFE
4.04,7.71,1227.2,29.4,ACID_MINE_DRAINAGE_RISK
7.06,14.53,326.4,30.0,MICROBIAL_RISK
3.98,1.53,580.0,27.7,ACID_MINE_DRAINAGE_RISK
6.86,0.4,243.4,25.1,SAFE
6.07,18.73,726.0,28.2,IRON_MANGANESE_RISK
5.56,20.93,556.8,22.1,IRON_MANGANESE_RISK
5.93,11.99,498.0,24.7,IRON_MANGANESE_RISK
6.81,0.62,368.3,26.9,SAFE
7.31,0.41,330.7,26.5,SAFE
6.62,13.42,440.6,26.0,IRON_MANGANESE_RISK
6.74,18.56,694.0,27.2,IRON_MANGANESE_RISK
6.63,0.8,252.3,30.2,SAFE
6.78,0.42,292.5,29.3,SAFE
6.19,12.84,659.7,26.4,IRON_MANGANESE_RISK
